,Price,Room,View Size,Age,Floortype,Location
3321,"
1.950 TL",2 + 1,"
100 m2",4 Yaşında, 4. Kat,"
Şişli,
 
Gülbahar Mahallesi
"
3322,"
12.000 TL",1 + 1,"
150 m2",15 Yaşında, 15. Kat,"
Beşiktaş,
 
Levent Mahallesi
"
3323,"
1.400 TL",1 + 1,"
59 m2",Sıfır Bina, 1. Kat,"
Sancaktepe,
 
Abdurrahmangazi Mahallesi
"
3324,"
4.300 TL",2 + 1,"
140 m2",25 Yaşında, 2. Kat,"
Sarıyer,
 
Ferahevler Mahallesi
"
3325,"
6.000 TL",3 + 1,"
197 m2",1 Yaşında, 3. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
3326,"
850 TL",2 + 1,"
100 m2",25 Yaşında, Giriş Katı,"
Silivri,
 
Alibey Mahallesi
"
3327,"
1.700 TL",2 + 1,"
90 m2",23 Yaşında, 3. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
3328,"
2.350 TL",1 + 1,"
85 m2",35 Yaşında, Bahçe Katı,"
Şişli,
 
Ergenekon Mahallesi
"
3329,"
5.200 TL",2 + 1,"
75 m2",Sıfır Bina, 3. Kat,"
Beyoğlu,
 
Pürtelaş Hasan Efendi Mahallesi
"
3330,"
1.800 TL",2 + 1,"
90 m2",30 Yaşında, 3. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
3331,"
2.100 TL",1 + 1,"
65 m2",40 Yaşında, Yüksek Giriş,"
Bakırköy,
 
Kartaltepe Mahallesi
"
3332,"
3.000 TL",3 + 1,"
135 m2",10 Yaşında, 4. Kat,"
Avcılar,
 
Merkez Mahallesi
"
3333,"
5.000 TL",2 + 1,"
90 m2",40 Yaşında, 2. Kat,"
Beşiktaş,
 
Nisbetiye Mahallesi
"
3334,"
1.500 TL",2 + 1,"
110 m2",25 Yaşında, Giriş Katı,"
Sarıyer,
 
Cumhuriyet Mahallesi
"
3335,"
10.000 TL",4 + 1,"
220 m2",9 Yaşında, Çatı Katı,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
3336,"
2.050 TL",2 + 1,"
95 m2",5 Yaşında, 1. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
3337,"
2.500 TL",2 + 1,"
110 m2",27 Yaşında, 1. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
3338,"
19.500 TL",4 + 1,"
160 m2",40 Yaşında, 5. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
3339,"
7.500 TL",2 + 1,"
160 m2",1 Yaşında, 16. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
3340,"
2.900 TL",3 + 1,"
125 m2",16 Yaşında, 3. Kat,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
3341,"
1.250 TL",Stüdyo,"
25 m2",18 Yaşında, 1. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
3342,"
1.900 TL",2 + 1,"
105 m2",30 Yaşında, ,"
Pendik,
 
Velibaba Mahallesi
"
3343,"
1.400 TL",1 + 1,"
60 m2",6 Yaşında, Bahçe Katı,"
Çekmeköy,
 
Mehmet Akif Mahallesi
"
3344,"
3.200 TL",2 + 1,"
100 m2",Sıfır Bina, 5. Kat,"
Maltepe,
 
Cevizli Mahallesi
"
3345,"
1.700 TL",1 + 1,"
68 m2",6 Yaşında, 4. Kat,"
Tuzla,
 
Aydıntepe Mahallesi
"
3346,"
16.500 TL",1 + 1,"
100 m2",100 Yaşında, 6. Kat,"
Beyoğlu,
 
Hacımimi Mahallesi
"
3347,"
3.500 TL",3 + 1,"
120 m2",30 Yaşında, 2. Kat,"
Kadıköy,
 
Rasimpaşa Mahallesi
"
3348,"
2.700 TL",3 + 1,"
140 m2",25 Yaşında, 4. Kat,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
3349,"
6.000 TL",2 + 1,"
90 m2",1 Yaşında, 4. Kat,"
Kadıköy,
 
Feneryolu Mahallesi
"
3350,"
2.350 TL",2 + 1,"
95 m2",40 Yaşında, 3. Kat,"
Şişli,
 
Bozkurt Mahallesi
"
3351,"
11.000 TL",3 + 1,"
175 m2",Sıfır Bina, 12. Kat,"
Sarıyer,
 
Ayazağa Mahallesi
"
3352,"
5.500 TL",4 + 2,"
300 m2",17 Yaşında, 4. Kat,"
Sarıyer,
 
Maden Mahallesi
"
3353,"
35.000 TL",6 + 2,"
370 m2",24 Yaşında, Bahçe Katı,"
Beşiktaş,
 
Ulus Mahallesi
"
3354,"
1.600 TL",1 + 1,"
70 m2",Sıfır Bina, Bahçe Katı,"
Büyükçekmece,
 
Mimaroba Mahallesi
"
3355,"
35.000 TL",4 + 1,"
240 m2",23 Yaşında, 2. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
3356,"
12.000 TL",2 + 1,"
95 m2",22 Yaşında, 2. Kat,"
Beşiktaş,
 
Yıldız Mahallesi
"
3357,"
2.250 TL",3 + 1,"
118 m2",30 Yaşında, Bahçe Katı,"
Kadıköy,
 
Hasanpaşa Mahallesi
"
3358,"
150.000 TL",6 + 2,"
550 m2",11 Yaşında, ,"
Sarıyer,
 
Yeniköy Mahallesi
"
3359,"
45.000 TL",8 + 2,"
600 m2",12 Yaşında, ,"
Beykoz,
 
Acarlar Mahallesi
"
3360,"
11.250 TL",3 + 1,"
110 m2",Sıfır Bina, Yüksek Giriş,"
Beşiktaş,
 
Etiler Mahallesi
"
3361,"
2.400 TL",3 + 1,"
175 m2",14 Yaşında, 2. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
3362,"
4.750 TL",1 + 1,"
80 m2",37 Yaşında, 2. Kat,"
Kadıköy,
 
Caferağa Mahallesi
"
3363,"
6.850 TL",3 + 1,"
160 m2",4 Yaşında, 2. Kat,"
Eyüpsultan,
 
Mimar Sinan Mahallesi
"
3364,"
6.000 TL",2 + 1,"
130 m2",15 Yaşında, 2. Kat,"
Şişli,
 
Bozkurt Mahallesi
"
3365,"
2.100 TL",3 + 1,"
130 m2",30 Yaşında, 5. Kat,"
Şişli,
 
Eskişehir Mahallesi
"
3366,"
1.800 TL",2 + 1,"
100 m2",30 Yaşında, 5. Kat,"
Kağıthane,
 
Sultan Selim Mahallesi
"
3367,"
3.000 TL",3 + 1,"
150 m2",25 Yaşında, 4. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
3368,"
2.900 TL",3 + 1,"
120 m2",32 Yaşında, Bahçe Katı,"
Kadıköy,
 
19 Mayıs Mahallesi
"
3369,"
1.500 TL",2 + 1,"
75 m2",40 Yaşında, Bahçe Katı,"
Fatih,
 
Mevlanakapı Mahallesi
"
3370,"
120.000 TL",4 + 1,"
200 m2",30 Yaşında, 1. Kat,"
Adalar,
 
Maden Mahallesi
"
3371,"
20.000 TL",4 + 1,"
180 m2",40 Yaşında, 3. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
3372,"
2.800 TL",3 + 1,"
120 m2",20 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3373,"
4.750 TL",1 + 1,"
75 m2",25 Yaşında, 3. Kat,"
Şişli,
 
Halaskargazi Mahallesi
"
3374,"
9.500 TL",4 + 1,"
220 m2",10 Yaşında, 3. Kat,"
Eyüpsultan,
 
Mimar Sinan Mahallesi
"
3375,"
3.300 TL",1 + 1,"
55 m2",1 Yaşında, 1. Kat,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
3376,"
2.650 TL",1 + 1,"
65 m2",Sıfır Bina, Giriş Katı,"
Şişli,
 
Mecidiyeköy Mahallesi
"
3377,"
4.600 TL",2 + 1,"
100 m2",25 Yaşında, 6. Kat,"
Şişli,
 
19 Mayıs Mahallesi
"
3378,"
3.650 TL",3 + 1,"
130 m2",26 Yaşında, 1. Kat,"
Ataşehir,
 
Atatürk Mahallesi
"
3379,"
3.000 TL",1 + 1,"
60 m2",27 Yaşında, 1. Kat,"
Fatih,
 
Şehremini Mahallesi
"
3380,"
11.000 TL",5 + 1,"
230 m2",30 Yaşında, Yüksek Giriş,"
Kadıköy,
 
Suadiye Mahallesi
"
3381,"
5.000 TL",2 + 1,"
80 m2",Sıfır Bina, 3. Kat,"
Beyoğlu,
 
Pürtelaş Hasan Efendi Mahallesi
"
3382,"
42.000 TL",4 + 1,"
251 m2",6 Yaşında, 8. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
3383,"
2.250 TL",1 + 1,"
82 m2",10 Yaşında, 6. Kat,"
Ümraniye,
 
Esenşehir Mahallesi
"
3384,"
2.550 TL",1 + 1,"
65 m2",1 Yaşında, Çatı Katı,"
Eyüpsultan,
 
Emniyettepe Mahallesi
"
3385,"
27.500 TL",4 + 1,"
221 m2",36 Yaşında, 3. Kat,"
Şişli,
 
Harbiye Mahallesi
"
3386,"
1.750 TL",2 + 150,"
100 m2",28 Yaşında, Kot 1,"
Şişli,
 
Fulya Mahallesi
"
3387,"
1.800 TL",3 + 1,"
110 m2",35 Yaşında, 2. Kat,"
Şişli,
 
Eskişehir Mahallesi
"
3388,"
2.150 TL",2 + 1,"
55 m2",30 Yaşında, 2. Kat,"
Kadıköy,
 
Hasanpaşa Mahallesi
"
3389,"
2.500 TL",3 + 1,"
130 m2",23 Yaşında, 1. Kat,"
Kağıthane,
 
Hürriyet Mahallesi
"
3390,"
55.000 TL",7 + 1,"
600 m2",15 Yaşında, ,"
Sarıyer,
 
Büyükdere Mahallesi
"
3391,"
2.850 TL",2 + 1,"
70 m2",30 Yaşında, 5. Kat,"
Kadıköy,
 
Osmanağa Mahallesi
"
3392,"
1.550 TL",2 + 1,"
90 m2",8 Yaşında, Kot 2,"
Kağıthane,
 
Merkez Mahallesi
"
3393,"
6.000 TL",1 + 1,"
85 m2",4 Yaşında, 12. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
3394,"
2.500 TL",1 + 1,"
65 m2",30 Yaşında, Bahçe Katı,"
Kadıköy,
 
Rasimpaşa Mahallesi
"
3395,"
2.300 TL",1 + 1,"
100 m2",20 Yaşında, Giriş Katı,"
Sarıyer,
 
Kireçburnu Mahallesi
"
3396,"
1.750 TL",2 + 1,"
70 m2",15 Yaşında, 5. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
3397,"
1.800 TL",2 + 1,"
80 m2",30 Yaşında, 4. Kat,"
Fatih,
 
Şehremini Mahallesi
"
3398,"
5.500 TL",5 + 1,"
220 m2",Sıfır Bina, 5. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
3399,"
49.800 TL",2 + 1,"
208 m2",20 Yaşında, 21 ve üzeri,"
Şişli,
 
Harbiye Mahallesi
"
3400,"
1.350 TL",1 + 1,"
60 m2",70 Yaşında, Giriş Katı,"
Beyoğlu,
 
Sururi Mehmet Efendi Mahallesi
"
3401,"
15.000 TL",4 + 1,"
230 m2",4 Yaşında, Bahçe Katı,"
Eyüpsultan,
 
Mimar Sinan Mahallesi
"
3402,"
1.900 TL",2 + 1,"
90 m2",30 Yaşında, Yüksek Giriş,"
Kadıköy,
 
Feneryolu Mahallesi
"
3403,"
2.800 TL",2 + 1,"
90 m2",45 Yaşında, En Üst Kat,"
Beşiktaş,
 
Ortaköy Mahallesi
"
3404,"
7.000 TL",3 + 1,"
160 m2",28 Yaşında, 2. Kat,"
Beşiktaş,
 
Nisbetiye Mahallesi
"
3405,"
12.500 TL",5 + 2,"
380 m2",9 Yaşında, ,"
Sarıyer,
 
Uskumruköy Mahallesi
"
3406,"
35.000 TL",5 + 2,"
1.250 m2",4 Yaşında, ,"
Beykoz,
 
Çengeldere Mahallesi
"
3407,"
2.550 TL",2 + 1,"
115 m2",45 Yaşında, 3. Kat,"
Beşiktaş,
 
Mecidiye Mahallesi
"
3408,"
1.900 TL",1 + 1,"
70 m2",35 Yaşında, Bahçe Katı,"
Şişli,
 
19 Mayıs Mahallesi
"
3409,"
1.800 TL",2 + 1,"
85 m2",22 Yaşında, 1. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
3410,"
3.500 TL",2 + 1,"
85 m2",20 Yaşında, 1. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
3411,"
1.350 TL",3 + 1,"
120 m2",21 Yaşında, Bahçe Katı,"
Ataşehir,
 
Kayışdağı Mahallesi
"
3412,"
3.000 TL",2 + 1,"
110 m2",25 Yaşında, Yüksek Giriş,"
Şişli,
 
Merkez Mahallesi
"
3413,"
9.500 TL",4 + 1,"
200 m2",10 Yaşında, 1. Kat,"
Ataşehir,
 
Barbaros Mahallesi
"
3414,"
1.850 TL",3 + 1,"
130 m2",25 Yaşında, 3. Kat,"
Kartal,
 
Karlıktepe Mahallesi
"
3415,"
3.200 TL",3 + 1,"
125 m2",25 Yaşında, 4. Kat,"
Şişli,
 
Yayla Mahallesi
"
3416,"
3.600 TL",3 + 1,"
125 m2",30 Yaşında, 2. Kat,"
Kadıköy,
 
Erenköy Mahallesi
"
3417,"
35.000 TL",6 + 1,"
480 m2",11 Yaşında, ,"
Sarıyer,
 
Kumköy Mahallesi
"
3418,"
3.100 TL",2 + 1,"
95 m2",30 Yaşında, 4. Kat,"
Fatih,
 
Molla Gürani Mahallesi
"
3419,"
1.950 TL",2 + 1,"
110 m2",19 Yaşında, 2. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3420,"
25.000 TL",4 + 2,"
280 m2",15 Yaşında, ,"
Sarıyer,
 
Uskumruköy Mahallesi
"
3421,"
25.000 TL",5 + 1,"
320 m2",20 Yaşında, Teras Katı,"
Beşiktaş,
 
Ulus Mahallesi
"
3422,"
2.500 TL",3 + 1,"
130 m2",20 Yaşında, 2. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3423,"
42.000 TL",4 + 1,"
251 m2",4 Yaşında, 8. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
3424,"
2.800 TL",2 + 1,"
95 m2",Sıfır Bina, 3. Kat,"
Küçükçekmece,
 
Tevfik Bey Mahallesi
"
3425,"
1.750 TL",1 + 1,"
70 m2",38 Yaşında, Bahçe Katı,"
Beşiktaş,
 
Abbasağa Mahallesi
"
3426,"
5.000 TL",3 + 1,"
110 m2",Sıfır Bina, 8. Kat,"
Kadıköy,
 
Merdivenköy Mahallesi
"
3427,"
2.550 TL",2 + 1,"
80 m2",27 Yaşında, Ara Kat,"
Şişli,
 
Meşrutiyet Mahallesi
"
3428,"
2.700 TL",3 + 1,"
110 m2",3 Yaşında, 2. Kat,"
Sarıyer,
 
Ferahevler Mahallesi
"
3429,"
13.500 TL",4 + 2,"
350 m2",2 Yaşında, 12. Kat,"
Kadıköy,
 
Bostancı Mahallesi
"
3430,"
3.000 TL",2 + 1,"
110 m2",28 Yaşında, 1. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
3431,"
35.000 TL",6 + 2,"
525 m2",13 Yaşında, ,"
Sarıyer,
 
Maden Mahallesi
"
3432,"
2.500 TL",2 + 1,"
75 m2",50 Yaşında, 2. Kat,"
Fatih,
 
Şehremini Mahallesi
"
3433,"
99.600 TL",3 + 1,"
330 m2",20 Yaşında, 21 ve üzeri,"
Şişli,
 
Harbiye Mahallesi
"
3434,"
3.550 TL",2 + 1,"
90 m2",30 Yaşında, 2. Kat,"
Şişli,
 
Feriköy Mahallesi
"
3435,"
4.350 TL",2 + 1,"
87 m2",1 Yaşında, 14. Kat,"
Zeytinburnu,
 
Maltepe Mahallesi
"
3436,"
3.950 TL",2 + 1,"
90 m2",40 Yaşında, Zemin,"
Beşiktaş,
 
Etiler Mahallesi
"
3437,"
11.000 TL",3 + 1,"
180 m2",18 Yaşında, Çatı Katı,"
Beşiktaş,
 
Akat Mahallesi
"
3438,"
3.250 TL",4 + 1,"
225 m2",25 Yaşında, Yüksek Giriş,"
Beykoz,
 
Çubuklu Mahallesi
"
3439,"
1.650 TL",1 + 1,"
55 m2",5 Yaşında, 1. Kat,"
Şişli,
 
Paşa Mahallesi
"
3440,"
1.800 TL",Stüdyo,"
55 m2",15 Yaşında, Yüksek Giriş,"
Sarıyer,
 
Yeniköy Mahallesi
"
3441,"
2.650 TL",2 + 1,"
70 m2",45 Yaşında, 1. Kat,"
Beyoğlu,
 
Gümüşsuyu Mahallesi
"
3442,"
1.200 TL",1 + 1,"
50 m2",30 Yaşında, Yüksek Giriş,"
Fatih,
 
Yedikule Mahallesi
"
3443,"
16.500 TL",3 + 1,"
220 m2",1 Yaşında, 12. Kat,"
Beykoz,
 
Acarlar Mahallesi
"
3444,"
1.650 TL",Stüdyo,"
20 m2",20 Yaşında, Kot 1,"
Küçükçekmece,
 
Yeşilova Mahallesi
"
3445,"
2.200 TL",3 + 1,"
110 m2",13 Yaşında, 2. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3446,"
11.750 TL",4 + 1,"
130 m2",20 Yaşında, Yüksek Giriş,"
Beyoğlu,
 
Ömer Avni Mahallesi
"
3447,"
6.800 TL",1 + 1,"
85 m2",70 Yaşında, 3. Kat,"
Beyoğlu,
 
Şahkulu Mahallesi
 "
3448,"
150.000 TL",5 + 2,"
600 m2",33 Yaşında, ,"
Sarıyer,
 
Yeniköy Mahallesi
"
3449,"
2.500 TL",3 + 1,"
130 m2",20 Yaşında, 1. Kat,"
Avcılar,
 
Mustafa Kemal Paşa Mahallesi
"
3450,"
2.500 TL",3 + 1,"
130 m2",25 Yaşında, 5. Kat,"
Küçükçekmece,
 
Cennet Mahallesi
"
3451,"
2.250 TL",2 + 1,"
80 m2",14 Yaşında, 2. Kat,"
Fatih,
 
Koca Mustafapaşa Mahallesi
"
3452,"
1.350 TL",1 + 1,"
65 m2",20 Yaşında, Yüksek Giriş,"
Beyoğlu,
 
Yahya Kahya Mahallesi
"
3453,"
31.000 TL",2 + 1,"
271 m2",6 Yaşında, 15. Kat,"
Şişli,
 
Esentepe Mahallesi
"
3454,"
3.900 TL",3 + 1,"
185 m2",33 Yaşında, 2. Kat,"
Maltepe,
 
Küçükyalı Mahallesi
"
3455,"
50.000 TL",3 + 1,"
110 m2",25 Yaşında, 4. Kat,"
Adalar,
 
Maden Mahallesi
"
3456,"
2.350 TL",1 + 1,"
70 m2",8 Yaşında, 4. Kat,"
Ümraniye,
 
Esenşehir Mahallesi
"
3457,"
2.200 TL",1 + 1,"
61 m2",12 Yaşında, 4. Kat,"
Esenyurt,
 
Koza Mahallesi
"
3458,"
1.800 TL",2 + 1,"
85 m2",35 Yaşında, 5. Kat,"
Üsküdar,
 
Valide-i Atik Mahallesi
"
3459,"
3.600 TL",2 + 1,"
90 m2",5 Yaşında, 4. Kat,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
3460,"
3.650 TL",3 + 1,"
125 m2",30 Yaşında, 5. Kat,"
Kadıköy,
 
Sahrayı Cedit Mahallesi
"
3461,"
74.000 TL",6 + 2,"
550 m2",18 Yaşında, ,"
Sarıyer,
 
Emirgan Mahallesi
"
3462,"
62.000 TL",10 + 4,"
750 m2",10 Yaşında, ,"
Bakırköy,
 
Yeşilköy Mahallesi
"
3463,"
2.550 TL",2 + 1,"
75 m2",6 Yaşında, 2. Kat,"
Kağıthane,
 
Merkez Mahallesi
"
3464,"
7.500 TL",3 + 1,"
200 m2",12 Yaşında, ,"
Şile,
 
Kumbaba Mahallesi
"
3465,"
2.700 TL",Stüdyo,"
35 m2",2 Yaşında, 3. Kat,"
Beyoğlu,
 
Ömer Avni Mahallesi
"
3466,"
3.250 TL",2 + 1,"
95 m2",45 Yaşında, Yüksek Giriş,"
Bakırköy,
 
Yeşilköy Mahallesi
"
3467,"
3.500 TL",2 + 1,"
110 m2",4 Yaşında, 13. Kat,"
Esenyurt,
 
Zafer Mahallesi
"
3468,"
2.500 TL",2 + 1,"
90 m2",27 Yaşında, 3. Kat,"
Kağıthane,
 
Sultan Selim Mahallesi
"
3469,"
1.200 TL",2 + 1,"
86 m2",9 Yaşında, Kot 2,"
Pendik,
 
Orhangazi Mahallesi
"
3470,"
2.250 TL",3 + 1,"
120 m2",27 Yaşında, 2. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
3471,"
2.200 TL",3 + 1,"
130 m2",22 Yaşında, 2. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3472,"
10.000 TL",4 + 1,"
160 m2",5 Yaşında, 2. Kat,"
Beşiktaş,
 
Vişnezade Mahallesi
"
3473,"
5.750 TL",1 + 1,"
80 m2",9 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
3474,"
75.000 TL",3 + 1,"
90 m2",50 Yaşında, 2. Kat,"
Adalar,
 
Maden Mahallesi
"
3475,"
1.250 TL",2 + 1,"
80 m2",10 Yaşında, Ara Kat,"
Arnavutköy,
 
Hadımköy Mahallesi
"
3476,"
5.200 TL",2 + 1,"
120 m2",5 Yaşında, 1. Kat,"
Üsküdar,
 
Burhaniye Mahallesi
"
3477,"
6.000 TL",2 + 1,"
90 m2",50 Yaşında, Bahçe Katı,"
Beyoğlu,
 
Gümüşsuyu Mahallesi
"
3478,"
17.000 TL",3 + 1,"
235 m2",9 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Dikilitaş Mahallesi
"
3479,"
2.200 TL",4 + 1,"
150 m2",40 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3480,"
2.250 TL",3 + 1,"
125 m2",30 Yaşında, 2. Kat,"
Pendik,
 
Batı Mahallesi
"
3481,"
2.200 TL",2 + 1,"
100 m2",Sıfır Bina, 8. Kat,"
Çekmeköy,
  
Taşdelen Mahallesi
"
3482,"
2.300 TL",1 + 1,"
85 m2",15 Yaşında, 5. Kat,"
Beylikdüzü,
 
Büyükşehir Mahallesi
"
3483,"
1.600 TL",2 + 1,"
80 m2",30 Yaşında, 2. Kat,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
3484,"
1.300 TL",Stüdyo,"
50 m2",22 Yaşında, Giriş Katı,"
Şişli,
 
Duatepe Mahallesi
"
3485,"
3.000 TL",2 + 1,"
117 m2",5 Yaşında, 10. Kat,"
Başakşehir,
 
Bahçeşehir 2. Kısım Mahallesi
"
3486,"
15.000 TL",1 + 1,"
140 m2",7 Yaşında, 2. Kat,"
Beşiktaş,
 
Vişnezade Mahallesi
"
3487,"
3.200 TL",1 + 1,"
60 m2",15 Yaşında, Giriş Katı,"
Şişli,
 
Gülbahar Mahallesi
"
3488,"
3.400 TL",4 + 2,"
250 m2",1 Yaşında, Ara Kat,"
Beylikdüzü,
 
Kavaklı Mahallesi
"
3489,"
2.400 TL",2 + 1,"
80 m2",25 Yaşında, 1. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
3490,"
25.000 TL",4 + 1,"
302 m2",Sıfır Bina, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
3491,"
1.800 TL",2 + 1,"
75 m2",20 Yaşında, Yüksek Giriş,"
Üsküdar,
 
İcadiye Mahallesi
"
3492,"
30.000 TL",3 + 1,"
180 m2",24 Yaşında, 3. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
3493,"
7.000 TL",2 + 1,"
125 m2",1 Yaşında, Zemin,"
Sarıyer,
 
Ayazağa Mahallesi
"
3494,"
1.950 TL",2 + 1,"
95 m2",38 Yaşında, 1. Kat,"
Fatih,
 
Mevlanakapı Mahallesi
"
3495,"
1.500 TL",1 + 1,"
65 m2",Sıfır Bina, 4. Kat,"
Kağıthane,
 
Yahya Kemal Mahallesi
"
3496,"
2.000 TL",1 + 1,"
55 m2",8 Yaşında, Yarı Bodrum,"
Beşiktaş,
 
Ulus Mahallesi
"
3497,"
33.000 TL",2 + 1,"
125 m2",45 Yaşında, Yüksek Giriş,"
Sarıyer,
 
Yeniköy Mahallesi
"
3498,"
1.750 TL",2 + 1,"
115 m2",22 Yaşında, 4. Kat,"
Kağıthane,
 
Yeşilce Mahallesi
"
3499,"
1.350 TL",Stüdyo,"
45 m2",4 Yaşında, 6. Kat,"
Pendik,
 
Yenişehir Mahallesi
"
3500,"
2.700 TL",2 + 1,"
90 m2",3 Yaşında, 3. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
3501,"
3.000 TL",1 + 1,"
55 m2",Sıfır Bina, 1. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
3502,"
1.150 TL",1 + 1,"
75 m2",11 Yaşında, Kot 1,"
Kağıthane,
 
Telsizler Mahallesi
"
3503,"
6.000 TL",1 + 1,"
80 m2",22 Yaşında, Kot 2,"
Bakırköy,
 
Cevizlik Mahallesi
"
3504,"
33.000 TL",4 + 1,"
185 m2",8 Yaşında, 2. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
3505,"
1.800 TL",2 + 1,"
85 m2",8 Yaşında, Bahçe Katı,"
Maltepe,
 
Feyzullah Mahallesi
"
3506,"
3.850 TL",Stüdyo,"
77 m2",3 Yaşında, 21 ve üzeri,"
Sarıyer,
 
Huzur Mahallesi
"
3507,"
11.000 TL",1 + 1,"
111 m2",10 Yaşında, 14. Kat,"
Şişli,
 
Esentepe Mahallesi
"
3508,"
13.000 TL",1 + 1,"
124 m2",6 Yaşında, 15. Kat,"
Şişli,
 
Esentepe Mahallesi
"
3509,"
4.500 TL",1 + 1,"
75 m2",15 Yaşında, 4. Kat,"
Eyüpsultan,
  
Göktürk Merkez Mahallesi
"
3510,"
19.500 TL",3 + 1,"
170 m2",3 Yaşında, 2. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
3511,"
2.650 TL",1 + 1,"
80 m2",25 Yaşında, 4. Kat,"
Beşiktaş,
 
Mecidiye Mahallesi
"
3512,"
1.250 TL",Stüdyo,"
48 m2",20 Yaşında, Kot 1,"
Beyoğlu,
 
Cihangir Mahallesi
"
3513,"
26.000 TL",3 + 1,"
180 m2",Sıfır Bina, Çatı Katı,"
Beykoz,
 
Acarlar Mahallesi
"
3514,"
5.000 TL",2 + 1,"
130 m2",11 Yaşında, 2. Kat,"
Şişli,
 
Bozkurt Mahallesi
"
3515,"
35.000 TL",3 + 1,"
180 m2",8 Yaşında, 2. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
3516,"
2.300 TL",1 + 1,"
75 m2",10 Yaşında, 7. Kat,"
Başakşehir,
 
Bahçeşehir 1. Kısım Mahallesi
"
3517,"
2.000 TL",2 + 1,"
85 m2",28 Yaşında, Giriş Katı,"
Sarıyer,
 
Maden Mahallesi
"
3518,"
75.000 TL",3 + 1,"
410 m2",16 Yaşında, 11. Kat,"
Beşiktaş,
 
Vişnezade Mahallesi
"
3519,"
1.500 TL",1 + 1,"
60 m2",31 Yaşında, Kot 1,"
Beyoğlu,
  
Ömer Avni Mahallesi
"
3520,"
5.150 TL",5 + 0,"
200 m2",20 Yaşında, Bahçe Katı,"
Şişli,
 
Gülbahar Mahallesi
"
3521,"
1.450 TL",2 + 1,"
110 m2",25 Yaşında, Bahçe Katı,"
Beykoz,
 
Çubuklu Mahallesi
"
3522,"
7.000 TL",2 + 1,"
85 m2",40 Yaşında, 3. Kat,"
Şişli,
 
Meşrutiyet Mahallesi
"
3523,"
6.500 TL",3 + 1,"
155 m2",5 Yaşında, 6. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
3524,"
3.750 TL",2 + 1,"
90 m2",25 Yaşında, 3. Kat,"
Şişli,
 
Esentepe Mahallesi
"
3525,"
11.000 TL",2 + 1,"
168 m2",1 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
3526,"
1.900 TL",3 + 1,"
226 m2",36 Yaşında, 6. Kat,"
Kartal,
 
Çavuşoğlu Mahallesi
"
3527,"
2.500 TL",3 + 1,"
110 m2",35 Yaşında, Ara Kat,"
Üsküdar,
 
Sultantepe Mahallesi
"
